sofifa_id,short_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,potential/wage,value/wage,height_m
158023,l. messi,"RW, ST, CF",93,93,78000000.0,320000.0,34,170,0.000290625,243.75,1.7
188545,r. lewandowski,ST,92,92,119500000.0,270000.0,32,185,0.00034074074074074074,442.5925925925926,1.85
20801,cristiano ronaldo,"ST, LW",91,91,45000000.0,270000.0,36,187,0.00033703703703703706,166.66666666666666,1.87
190871,neymar jr,"LW, CAM",91,91,129000000.0,270000.0,29,175,0.00033703703703703706,477.77777777777777,1.75
192985,k. de bruyne,"CM, CAM",91,91,125500000.0,350000.0,30,181,0.00026,358.57142857142856,1.81
200389,j. oblak,GK,91,93,112000000.0,130000.0,28,188,0.0007153846153846153,861.5384615384615,1.88
231747,k. mbappé,"ST, LW",91,95,194000000.0,230000.0,22,182,0.0004130434782608696,843.4782608695652,1.82
167495,m. neuer,GK,90,90,13500000.0,86000.0,35,193,0.0010465116279069768,156.97674418604652,1.93
192448,m. ter stegen,GK,90,92,99000000.0,250000.0,29,187,0.000368,396.0,1.87
202126,h. kane,ST,90,90,129500000.0,240000.0,27,188,0.000375,539.5833333333334,1.88
215914,n. kanté,"CDM, CM",90,90,100000000.0,230000.0,30,168,0.000391304347826087,434.7826086956522,1.68
165153,k. benzema,"CF, ST",89,89,66000000.0,350000.0,33,185,0.00025428571428571427,188.57142857142858,1.85
192119,t. courtois,GK,89,91,85500000.0,250000.0,29,199,0.000364,342.0,1.99
200104,h. son,"LM, CF, LW",89,89,104000000.0,220000.0,28,183,0.0004045454545454545,472.72727272727275,1.83
200145,casemiro,CDM,89,89,88000000.0,310000.0,29,185,0.0002870967741935484,283.8709677419355,1.85
203376,v. van dijk,CB,89,89,86000000.0,230000.0,29,193,0.00038695652173913046,373.9130434782609,1.93
208722,s. mané,LW,89,89,101000000.0,270000.0,29,175,0.00032962962962962964,374.0740740740741,1.75
209331,m. salah,RW,89,89,101000000.0,270000.0,29,175,0.00032962962962962964,374.0740740740741,1.75
210257,ederson,GK,89,91,94000000.0,200000.0,27,188,0.000455,470.0,1.88
212622,j. kimmich,"CDM, RB",89,90,108000000.0,160000.0,26,177,0.0005625,675.0,1.77
212831,alisson,GK,89,90,82000000.0,190000.0,28,191,0.00047368421052631577,431.57894736842104,1.91
230621,g. donnarumma,GK,89,93,119500000.0,110000.0,22,196,0.0008454545454545455,1086.3636363636363,1.96
155862,sergio ramos,CB,88,88,24000000.0,115000.0,35,184,0.0007652173913043479,208.69565217391303,1.84
176580,l. suárez,ST,88,88,44500000.0,135000.0,34,182,0.0006518518518518518,329.6296296296296,1.82
182521,t. kroos,CM,88,88,75000000.0,310000.0,31,183,0.0002838709677419355,241.93548387096774,1.83
192505,r. lukaku,ST,88,88,93500000.0,260000.0,28,191,0.00033846153846153846,359.61538461538464,1.91
193041,k. navas,GK,88,88,15500000.0,130000.0,34,185,0.0006769230769230769,119.23076923076923,1.85
202652,r. sterling,"LW, RW",88,89,107500000.0,290000.0,26,170,0.0003068965517241379,370.6896551724138,1.7
212198,bruno fernandes,CAM,88,89,107500000.0,250000.0,26,179,0.000356,430.0,1.79
239085,e. haaland,ST,88,93,137500000.0,110000.0,20,194,0.0008454545454545455,1250.0,1.94
153079,s. agüero,ST,87,87,51000000.0,260000.0,33,173,0.0003346153846153846,196.15384615384616,1.73
167948,h. lloris,GK,87,87,13500000.0,125000.0,34,188,0.000696,108.0,1.88
177003,l. modrić,CM,87,87,32000000.0,190000.0,35,172,0.00045789473684210527,168.42105263157896,1.72
183898,á. di maría,"RW, LW",87,87,49500000.0,160000.0,33,180,0.00054375,309.375,1.8
186153,w. szczęsny,GK,87,87,42000000.0,105000.0,31,195,0.0008285714285714286,400.0,1.95
189596,t. müller,"CAM, RM, RW",87,87,66000000.0,140000.0,31,185,0.0006214285714285714,471.42857142857144,1.85
192387,c. immobile,ST,87,87,67500000.0,125000.0,31,185,0.000696,540.0,1.85
195864,p. pogba,"CM, LM",87,87,79500000.0,220000.0,28,191,0.00039545454545454546,361.3636363636364,1.91
199556,m. verratti,"CM, CAM",87,87,79500000.0,155000.0,28,165,0.0005612903225806451,512.9032258064516,1.65
207865,marquinhos,"CB, CDM",87,90,90500000.0,135000.0,27,183,0.0006666666666666666,670.3703703703703,1.83
209658,l. goretzka,"CM, CDM",87,88,93000000.0,140000.0,26,189,0.0006285714285714285,664.2857142857143,1.89
211110,p. dybala,"CF, CAM",87,88,93000000.0,160000.0,27,177,0.00055,581.25,1.77
216267,a. robertson,LB,87,88,83500000.0,175000.0,27,178,0.0005028571428571429,477.14285714285717,1.78
228702,f. de jong,"CM, CDM, CB",87,92,119500000.0,210000.0,24,180,0.0004380952380952381,569.047619047619,1.8
231281,t. alexander-arnold,RB,87,92,114000000.0,150000.0,22,180,0.0006133333333333334,760.0,1.8
233049,j. sancho,"RM, CF, LM",87,91,116500000.0,150000.0,21,180,0.0006066666666666667,776.6666666666666,1.8
239818,rúben dias,CB,87,91,102500000.0,170000.0,24,187,0.0005352941176470588,602.9411764705883,1.87
138956,g. chiellini,CB,86,86,12000000.0,88000.0,36,187,0.0009772727272727272,136.36363636363637,1.87
162835,s. handanovič,GK,86,86,7500000.0,78000.0,36,193,0.0011025641025641025,96.15384615384616,1.93
178603,m. hummels,CB,86,86,44000000.0,95000.0,32,191,0.0009052631578947368,463.1578947368421,1.91
189332,jordi alba,"LB, LM",86,86,47000000.0,200000.0,32,170,0.00043,235.0,1.7
189509,thiago,"CM, CDM",86,86,65000000.0,180000.0,30,174,0.00047777777777777776,361.1111111111111,1.74
189511,sergio busquets,"CDM, CM",86,86,45000000.0,200000.0,32,189,0.00043,225.0,1.89
189513,parejo,CM,86,86,53500000.0,64000.0,32,182,0.00134375,835.9375,1.82
192984,k. casteels,GK,86,87,52000000.0,88000.0,29,197,0.0009886363636363636,590.9090909090909,1.97
198219,l. insigne,"LW, CF",86,86,65500000.0,125000.0,30,163,0.000688,524.0,1.63
201024,k. koulibaly,CB,86,86,55500000.0,105000.0,30,187,0.0008190476190476191,528.5714285714286,1.87
201535,r. varane,CB,86,88,68500000.0,180000.0,28,191,0.0004888888888888889,380.55555555555554,1.91
204485,r. mahrez,"RW, RM",86,86,65500000.0,220000.0,30,179,0.0003909090909090909,297.72727272727275,1.79
208093,gerard moreno,"ST, RM, RW",86,86,68000000.0,73000.0,29,180,0.001178082191780822,931.5068493150685,1.8
208830,j. vardy,ST,86,86,33000000.0,180000.0,34,179,0.00047777777777777776,183.33333333333334,1.79
209499,fabinho,"CDM, CB",86,88,73500000.0,165000.0,27,188,0.0005333333333333334,445.45454545454544,1.88
210514,joão cancelo,"RB, LB",86,87,71500000.0,185000.0,27,182,0.00047027027027027026,386.4864864864865,1.82
212218,a. laporte,CB,86,89,77000000.0,185000.0,27,191,0.0004810810810810811,416.2162162162162,1.91
213345,k. coman,"LM, RM, LW",86,87,81000000.0,120000.0,25,180,0.000725,675.0,1.8
218667,bernardo silva,"CAM, CM, RW",86,87,80000000.0,200000.0,26,173,0.000435,400.0,1.73
226161,marcos llorente,"CM, RM, ST",86,89,88000000.0,95000.0,26,184,0.0009368421052631579,926.3157894736842,1.84
231866,rodri,CDM,86,89,81000000.0,175000.0,25,191,0.0005085714285714285,462.85714285714283,1.91
232363,m. škriniar,CB,86,88,74000000.0,150000.0,26,188,0.0005866666666666667,493.3333333333333,1.88
143076,a. gómez,"CAM, CF, CM",85,85,33500000.0,51000.0,33,167,0.0016666666666666668,656.8627450980392,1.67
163587,k. schmeichel,GK,85,85,9000000.0,115000.0,34,189,0.0007391304347826087,78.26086956521739,1.89
164240,thiago silva,CB,85,85,9500000.0,105000.0,36,183,0.0008095238095238096,90.47619047619048,1.83
168542,david silva,"CAM, CM",85,85,22000000.0,44000.0,35,173,0.001931818181818182,500.0,1.73
177683,y. sommer,GK,85,85,26500000.0,40000.0,32,183,0.002125,662.5,1.83
179813,e. cavani,ST,85,85,26000000.0,190000.0,34,185,0.0004473684210526316,136.8421052631579,1.85
183277,e. hazard,LW,85,85,52000000.0,240000.0,30,175,0.0003541666666666667,216.66666666666666,1.75
184344,l. bonucci,CB,85,85,17500000.0,110000.0,34,190,0.0007727272727272727,159.0909090909091,1.9
185122,p. gulácsi,GK,85,85,28500000.0,87000.0,31,191,0.0009770114942528735,327.58620689655174,1.91
186942,i̇. gündoğan,"CM, CDM",85,85,51500000.0,185000.0,30,180,0.00045945945945945947,278.3783783783784,1.8
188350,m. reus,"CAM, CF",85,85,43000000.0,95000.0,32,180,0.0008947368421052632,452.63157894736844,1.8
188377,k. walker,RB,85,85,39000000.0,170000.0,31,183,0.0005,229.41176470588235,1.83
188567,p. aubameyang,"ST, LW, LM",85,85,43500000.0,145000.0,32,187,0.0005862068965517242,300.0,1.87
193747,koke,"CM, CDM",85,85,52500000.0,90000.0,29,176,0.0009444444444444445,583.3333333333334,1.76
194765,a. griezmann,"ST, LW, RW",85,85,53000000.0,220000.0,30,176,0.00038636363636363635,240.9090909090909,1.76
198176,s. de vrij,CB,85,85,45000000.0,145000.0,29,189,0.0005862068965517242,310.3448275862069,1.89
201942,roberto firmino,CF,85,85,54000000.0,185000.0,29,181,0.00045945945945945947,291.8918918918919,1.81
202556,m. depay,"CF, LW, CAM",85,86,63000000.0,220000.0,27,176,0.0003909090909090909,286.3636363636364,1.76
204963,carvajal,RB,85,85,47500000.0,210000.0,29,173,0.0004047619047619048,226.1904761904762,1.73
205498,jorginho,"CM, CDM",85,85,52500000.0,170000.0,29,180,0.0005,308.8235294117647,1.8
206113,s. gnabry,"RM, LM, RW",85,86,64500000.0,110000.0,25,176,0.0007818181818181818,586.3636363636364,1.76
223848,s. milinković-savić,"CM, CDM, CAM",85,87,66000000.0,100000.0,26,191,0.00087,660.0,1.91
226790,w. ndidi,"CDM, CM",85,88,66500000.0,120000.0,24,183,0.0007333333333333333,554.1666666666666,1.83
